Office Name,Address,State,City,Date,Expense Type,Amount
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-02-02,internet,130
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-03-04,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-03-04,water,267
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-03-04,electric,459
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-03-04,internet,123
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-04-03,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-04-03,water,280
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-04-03,electric,375
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-04-03,internet,170
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-05-03,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-05-03,water,229
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-05-03,electric,480
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-05-03,internet,112
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-06-02,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-06-02,water,183
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-06-02,electric,216
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-06-02,internet,197
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-07-02,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-07-02,water,154
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-07-02,electric,211
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-07-02,internet,193
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-01,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-01,water,144
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-01,electric,232
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-01,internet,199
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-31,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-31,water,218
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-31,electric,345
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-08-31,internet,169
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-09-30,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-09-30,water,124
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-09-30,electric,558
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-09-30,internet,197
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-10-30,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-10-30,water,234
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-10-30,electric,450
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-10-30,internet,144
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-11-29,rent,16092
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-11-29,water,157
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-11-29,electric,495
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-11-29,internet,191
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-12-29,rent,17701
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-12-29,water,240
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-12-29,electric,469
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2023-12-29,internet,191
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-01-28,rent,17701
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-01-28,water,264
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-01-28,electric,524
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-01-28,internet,188
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-02-27,rent,17701
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-02-27,water,106
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-02-27,electric,447
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-02-27,internet,143
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-03-28,rent,17701
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-03-28,water,113
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-03-28,electric,351
Dream Homes Newark,3824 Burton Meadow,NJ,Newark,2024-03-28,internet,100
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-09-16,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-09-16,water,235
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-09-16,electric,273
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-09-16,internet,127
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-10-16,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-10-16,water,187
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-10-16,electric,522
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-10-16,internet,146
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-11-15,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-11-15,water,121
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-11-15,electric,540
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-11-15,internet,113
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-12-15,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-12-15,water,300
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-12-15,electric,588
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2022-12-15,internet,144
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-01-14,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-01-14,water,146
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-01-14,electric,365
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-01-14,internet,119
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-02-13,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-02-13,water,216
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-02-13,electric,261
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-02-13,internet,168
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-03-15,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-03-15,water,260
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-03-15,electric,573
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-03-15,internet,134
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-04-14,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-04-14,water,106
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-04-14,electric,438
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-04-14,internet,104
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-05-14,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-05-14,water,227
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-05-14,electric,267
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-05-14,internet,114
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-06-13,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-06-13,water,151
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-06-13,electric,525
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-06-13,internet,109
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-07-13,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-07-13,water,287
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-07-13,electric,446
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-07-13,internet,162
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-08-12,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-08-12,water,126
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-08-12,electric,358
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-08-12,internet,109
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-09-11,rent,13145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-09-11,water,263
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-09-11,electric,344
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-09-11,internet,117
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-10-11,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-10-11,water,231
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-10-11,electric,281
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-10-11,internet,101
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-11-10,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-11-10,water,270
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-11-10,electric,250
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-11-10,internet,165
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-12-10,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-12-10,water,290
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-12-10,electric,581
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2023-12-10,internet,102
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-01-09,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-01-09,water,218
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-01-09,electric,331
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-01-09,internet,128
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-02-08,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-02-08,water,198
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-02-08,electric,313
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-02-08,internet,166
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-03-09,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-03-09,water,145
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-03-09,electric,564
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-03-09,internet,159
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-04-08,rent,14460
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-04-08,water,112
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-04-08,electric,473
Dream Homes Rochester,73776 Wilson Station Apt. 201,NY,Rochester,2024-04-08,internet,146
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-03-30,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-03-30,water,266
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-03-30,electric,524
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-03-30,internet,189
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-04-29,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-04-29,water,154
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-04-29,electric,578
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-04-29,internet,118
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-05-29,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-05-29,water,157
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-05-29,electric,374
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-05-29,internet,179
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-06-28,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-06-28,water,300
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-06-28,electric,381
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-06-28,internet,179
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-07-28,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-07-28,water,149
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-07-28,electric,556
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-07-28,internet,168
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-08-27,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-08-27,water,200
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-08-27,electric,248
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-08-27,internet,107
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-09-26,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-09-26,water,171
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-09-26,electric,570
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-09-26,internet,200
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-10-26,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-10-26,water,209
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-10-26,electric,491
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-10-26,internet,108
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-11-25,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-11-25,water,271
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-11-25,electric,539
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-11-25,internet,129
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-12-25,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-12-25,water,260
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-12-25,electric,522
Dream Homes Albany,6200 Kelly View,NY,Albany,2023-12-25,internet,104
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-01-24,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-01-24,water,175
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-01-24,electric,399
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-01-24,internet,199
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-02-23,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-02-23,water,291
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-02-23,electric,431
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-02-23,internet,123
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-03-24,rent,12566
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-03-24,water,180
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-03-24,electric,413
Dream Homes Albany,6200 Kelly View,NY,Albany,2024-03-24,internet,116
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-09-25,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-09-25,water,153
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-09-25,electric,420
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-09-25,internet,134
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-10-25,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-10-25,water,243
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-10-25,electric,454
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-10-25,internet,173
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-11-24,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-11-24,water,266
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-11-24,electric,498
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-11-24,internet,103
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-12-24,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-12-24,water,179
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-12-24,electric,211
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2021-12-24,internet,187
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-01-23,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-01-23,water,111
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-01-23,electric,323
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-01-23,internet,178
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-02-22,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-02-22,water,143
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-02-22,electric,428
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-02-22,internet,147
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-03-24,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-03-24,water,224
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-03-24,electric,355
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-03-24,internet,160
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-04-23,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-04-23,water,107
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-04-23,electric,551
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-04-23,internet,105
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-05-23,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-05-23,water,187
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-05-23,electric,346
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-05-23,internet,186
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-06-22,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-06-22,water,187
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-06-22,electric,285
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-06-22,internet,134
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-07-22,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-07-22,water,223
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-07-22,electric,471
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-07-22,internet,186
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-08-21,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-08-21,water,168
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-08-21,electric,375
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-08-21,internet,197
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-09-20,rent,17313
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-09-20,water,265
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-09-20,electric,205
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-09-20,internet,177
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-10-20,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-10-20,water,249
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-10-20,electric,390
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-10-20,internet,112
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-11-19,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-11-19,water,143
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-11-19,electric,381
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-11-19,internet,199
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-12-19,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-12-19,water,107
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-12-19,electric,278
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2022-12-19,internet,191
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-01-18,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-01-18,water,292
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-01-18,electric,432
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-01-18,internet,102
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-02-17,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-02-17,water,172
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-02-17,electric,239
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-02-17,internet,116
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-03-19,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-03-19,water,197
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-03-19,electric,227
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-03-19,internet,153
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-04-18,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-04-18,water,267
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-04-18,electric,497
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-04-18,internet,179
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-05-18,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-05-18,water,177
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-05-18,electric,554
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-05-18,internet,138
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-06-17,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-06-17,water,263
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-06-17,electric,270
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-06-17,internet,123
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-07-17,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-07-17,water,282
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-07-17,electric,365
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-07-17,internet,185
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-08-16,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-08-16,water,118
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-08-16,electric,375
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-08-16,internet,159
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-09-15,rent,19044
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-09-15,water,118
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-09-15,electric,481
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-09-15,internet,123
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-10-15,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-10-15,water,119
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-10-15,electric,512
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-10-15,internet,198
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-11-14,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-11-14,water,194
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-11-14,electric,378
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-11-14,internet,190
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-12-14,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-12-14,water,277
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-12-14,electric,599
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2023-12-14,internet,182
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-01-13,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-01-13,water,203
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-01-13,electric,577
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-01-13,internet,199
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-02-12,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-02-12,water,258
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-02-12,electric,210
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-02-12,internet,200
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-03-13,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-03-13,water,125
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-03-13,electric,438
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-03-13,internet,178
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-04-12,rent,20949
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-04-12,water,138
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-04-12,electric,381
Dream Homes Albany,605 Avila Cliffs,NY,Albany,2024-04-12,internet,132
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-03-15,rent,19777
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-03-15,water,159
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-03-15,electric,380
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-03-15,internet,112
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-04-14,rent,19777
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-04-14,water,177
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-04-14,electric,297
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-04-14,internet,107
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-05-14,rent,19777
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-05-14,water,239
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-05-14,electric,584
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-05-14,internet,163
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-06-13,rent,19777
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-06-13,water,186
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-06-13,electric,442
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-06-13,internet,118
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-07-13,rent,19777
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-07-13,water,118
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-07-13,electric,281
Dream Homes Stamford,865 Kim Village,CT,Stamford,2021-07-13,internet,174
