school_ID,school_name,school_rating,school_type,school_level,state,city,street,zip_code
636,"Romero, Smith and Miller",5,Private,Elementary,CT,Rochester,552684 Santos Stream,13626
637,Wells Inc,1,Public,Middle,CT,New Haven,424879 Elm Circle,6144
638,Perez-Adams,4,Public,Elementary,CT,New Haven,416614 Elm Circle,6144
639,Valentine Group,3,Private,Elementary,CT,New Haven,400014 Alison Bridge,6144
640,Martinez-Briggs,6,Private,High,CT,Paterson,147840 Omar Park,7220
641,Green-Henderson,0,Private,Middle,CT,Paterson,106406 Dawson Terrace,7220
642,Jones-Reid,3,Private,High,CT,Albany,308802 Cedar Lane,11490
643,"Becker, Taylor and Mcdonald",0,Private,Pre-K,NJ,Elizabeth,245626 Santos Stream,7495
644,"Richardson, Martinez and Cooper",6,Public,Pre-K,NJ,Elizabeth,261464 Maple Street,7495
645,"Gonzales, Martin and Robinson",3,Private,Pre-K,CT,Syracuse,257355 Santos Stream,10419
646,Thomas Group,2,Public,Middle,CT,Paterson,76874 Elm Circle,7249
647,Perez Ltd,10,Public,Elementary,CT,Trenton,62112 Maple Street,7177
648,"Bates, Carter and Turner",0,Public,Middle,CT,Rochester,202824 Oak Avenue,10331
649,Cortez Ltd,10,Private,Middle,CT,Rochester,532829 Cedar Lane,10331
650,Ramirez Inc,4,Public,Elementary,CT,Rochester,146900 Maple Street,10331
651,Smith-Sanders,7,Public,High,NY,Buffalo,203763 Oak Avenue,12325
652,"Adkins, Pitts and Schneider",9,Private,Pre-K,CT,Jersey City,468788 Dawson Terrace,7132
653,Rogers-Wright,7,Public,High,CT,Jersey City,60729 Pine Drive,7132
654,Pratt and Sons,4,Public,Pre-K,CT,New Haven,464994 Omar Park,6227
655,"Koch, Knox and Harris",4,Private,Middle,CT,New Haven,132965 Chad Valley,6227
656,"Williams, Guerrero and Manning",6,Public,Pre-K,CT,New Haven,239440 Cedar Lane,6227
657,Crosby-Holden,3,Public,Middle,CT,New Haven,651744 Maple Street,6286
658,Bishop and Sons,2,Public,High,CT,Newark,141470 Chad Valley,7254
659,Rivas-Henry,9,Private,Middle,CT,Newark,648456 Elm Circle,7254
660,Gomez-Stone,10,Private,High,CT,Waterbury,385440 Elm Circle,6117
661,Scott Inc,10,Private,Elementary,CT,Trenton,156657 Maple Street,8796
662,Alexander and Sons,8,Public,Elementary,CT,Trenton,429638 Chad Valley,8796
663,Giles PLC,7,Public,Elementary,CT,Paterson,280449 Pine Drive,7267
664,Oconnor-Jacobs,8,Private,Middle,CT,Paterson,314072 Omar Park,7267
665,"Smith, Wright and Ball",9,Public,Elementary,CT,Paterson,612465 Omar Park,7267
666,Ferguson-Anderson,8,Public,Pre-K,CT,Paterson,390942 Dawson Terrace,8152
667,Schneider PLC,0,Private,High,CT,Paterson,139403 Maple Street,8152
668,Jimenez Group,6,Private,High,CT,Newark,402804 Dawson Terrace,7444
669,Adkins and Sons,1,Public,Pre-K,CT,Newark,258903 Pine Drive,7444
670,"Holder, Butler and Lambert",1,Public,Middle,CT,Jersey City,120600 Santos Stream,8744
671,Roman and Sons,9,Public,Middle,CT,Paterson,270413 Cedar Lane,7475
672,"Baker, Ramirez and Price",5,Private,High,CT,Rochester,207648 Maple Street,13134
673,Gibson Ltd,6,Private,Elementary,CT,Rochester,654829 Dawson Terrace,13134
674,Rice-Rodriguez,7,Private,Middle,CT,Rochester,227812 Alison Bridge,13134
675,"Barry, Rodriguez and Williams",3,Private,Middle,CT,Syracuse,165375 Omar Park,12915
676,Stewart Ltd,8,Public,Pre-K,CT,Syracuse,307580 Oak Avenue,12915
677,Lam-Patterson,0,Private,Pre-K,CT,Syracuse,491502 Maple Street,12915
678,"Tucker, Nelson and Vang",8,Private,Elementary,CT,Newark,204078 Elm Circle,8826
679,"Austin, Rivera and Jones",10,Private,Middle,CT,Trenton,146664 Cedar Lane,7914
680,Curtis Ltd,8,Private,Middle,CT,Bridgeport,52360 Santos Stream,6142
681,"Curry, Trevino and Little",4,Private,Pre-K,CT,Bridgeport,125985 Chad Valley,6142
682,Church-Yoder,1,Public,Middle,CT,Stamford,21142 Santos Stream,6040
683,Eaton-Burgess,0,Public,High,CT,Albany,174165 Chad Valley,14708
684,Coffey PLC,8,Private,Pre-K,CT,Hartford,336528 Elm Circle,6284
685,Lozano PLC,9,Public,Elementary,CT,Hartford,280165 Maple Street,6284
686,Hurst-Graham,10,Private,Pre-K,NY,Buffalo,127596 Omar Park,14680
687,Rodriguez-Bailey,9,Private,Middle,NY,Buffalo,228771 Maple Street,14680
688,Cummings-Murphy,2,Public,Elementary,CT,Hartford,482288 Dawson Terrace,6367
689,Lee-Cooper,0,Public,Pre-K,CT,Hartford,41340 Chad Valley,6367
690,Gonzalez LLC,9,Private,High,CT,Stamford,64860 Pine Drive,6056
691,"Hawkins, Horn and Beasley",2,Private,High,CT,Stamford,574221 Chad Valley,6056
692,Smith Group,7,Private,Pre-K,CT,Stamford,526612 Santos Stream,6056
693,Ramos PLC,1,Public,High,CT,Paterson,102564 Alison Bridge,7743
694,"Zavala, Vincent and Sanders",3,Private,High,CT,Paterson,183910 Chad Valley,7743
695,Cox-Whitney,8,Private,High,CT,Paterson,157765 Elm Circle,7899
696,Mills-Bates,0,Private,Elementary,CT,Waterbury,302760 Maple Street,6384
697,Miller-Carrillo,3,Public,High,CT,Waterbury,126854 Oak Avenue,6384
698,Tran-Lang,1,Private,High,CT,Rochester,416008 Oak Avenue,14192
699,"Bridges, Phillips and Davis",1,Private,High,CT,Rochester,319443 Oak Avenue,14192
700,Murray Group,7,Public,Elementary,CT,Albany,271600 Santos Stream,11220
701,Butler LLC,10,Private,Pre-K,CT,Albany,370829 Chad Valley,11220
702,Jones-Kim,9,Private,Middle,CT,Albany,140400 Santos Stream,11220
703,Thompson-Hernandez,7,Public,High,CT,Albany,68894 Cedar Lane,13470
704,Martin Group,5,Private,Pre-K,CT,Albany,559680 Oak Avenue,13470
705,"Bernard, Sweeney and Boyd",2,Public,High,CT,Albany,291165 Oak Avenue,13470
706,Higgins-Mercado,10,Public,Elementary,CT,Albany,609984 Pine Drive,10289
707,Cook Ltd,3,Private,Pre-K,CT,Albany,87668 Maple Street,10289
708,Nichols-Hill,9,Private,Elementary,CT,Albany,615960 Oak Avenue,10289
709,Collins-Wood,8,Private,High,CT,Stamford,462977 Dawson Terrace,6321
710,"Pierce, Rivera and Odonnell",4,Private,High,CT,Stamford,481380 Chad Valley,6321
711,Cox-Bridges,6,Public,Elementary,CT,Stamford,562401 Elm Circle,6321
712,"Padilla, Downs and Anderson",2,Private,Middle,CT,Waterbury,623712 Alison Bridge,6347
713,"Reynolds, Mckay and Strickland",9,Public,Elementary,CT,Waterbury,337962 Cedar Lane,6347
714,Ortega LLC,1,Private,High,CT,New Haven,158508 Elm Circle,6196
715,Cooley-Bailey,4,Private,Elementary,CT,Rochester,225940 Maple Street,14314
716,Smith and Sons,2,Private,Middle,CT,Rochester,166828 Cedar Lane,14314
717,Fitzgerald PLC,0,Public,Elementary,CT,Rochester,595827 Elm Circle,14314
718,Griffin Group,8,Private,Middle,CT,Bridgeport,188116 Chad Valley,6280
719,Munoz Inc,8,Private,Middle,CT,Bridgeport,670827 Elm Circle,6280
720,"Brooks, Greene and Wong",10,Private,Elementary,CT,Bridgeport,85680 Oak Avenue,6280
721,Mack Ltd,10,Private,Elementary,CT,Rochester,492443 Maple Street,14787
722,King LLC,5,Public,Pre-K,CT,Rochester,412984 Chad Valley,14787
723,Simmons-Barker,5,Private,High,CT,Rochester,305829 Alison Bridge,14787
724,Jackson Group,2,Public,Middle,CT,Paterson,18824 Alison Bridge,8171
725,Kelley Ltd,1,Public,Pre-K,CT,New Haven,577825 Chad Valley,6198
726,Russell Ltd,3,Public,Elementary,CT,Albany,301290 Cedar Lane,14580
727,Wilson-Perkins,2,Public,High,CT,Jersey City,7997 Elm Circle,7300
728,Morrison-Maldonado,10,Public,Pre-K,CT,Jersey City,719264 Maple Street,7300
729,Ward Ltd,4,Public,Middle,CT,Hartford,584658 Cedar Lane,6208
730,Bates-Clark,0,Private,Pre-K,CT,Hartford,649700 Elm Circle,6208
731,Thomas Inc,6,Public,Middle,NY,Buffalo,420325 Pine Drive,12842
732,Shaffer-Waters,10,Public,Elementary,NY,Buffalo,338916 Elm Circle,12842
733,"Bryant, Wood and Diaz",3,Public,High,NY,Buffalo,244089 Pine Drive,12842
734,Phillips-Holmes,2,Private,High,CT,Paterson,623166 Cedar Lane,7477
735,"Sosa, Obrien and Wallace",10,Private,High,CT,Paterson,491715 Chad Valley,7477
736,"Rodriguez, Hamilton and Montes",0,Public,Elementary,CT,Paterson,451168 Alison Bridge,7477
737,Gomez PLC,0,Private,Middle,CT,New Haven,14003 Pine Drive,6203
738,Lewis Inc,1,Public,Elementary,CT,Albany,527670 Elm Circle,12737
739,Robinson-Williams,7,Public,High,CT,Albany,528385 Santos Stream,12737
740,Adams-Hopkins,9,Private,Elementary,CT,Albany,8880 Santos Stream,12737
741,Cox-Velazquez,0,Public,Elementary,NJ,Elizabeth,9633 Omar Park,8098
742,Perry-Moore,0,Private,Elementary,NJ,Elizabeth,394744 Dawson Terrace,8098
743,Brooks Ltd,5,Private,Middle,CT,Trenton,589942 Chad Valley,7306
744,"Ward, Anderson and Mata",2,Public,Pre-K,CT,Trenton,405480 Maple Street,7306
745,Miller-Huang,2,Public,Pre-K,CT,Trenton,306195 Dawson Terrace,7306
746,Boyer LLC,5,Private,Elementary,CT,Trenton,532644 Alison Bridge,8973
747,Hobbs Ltd,5,Public,Pre-K,CT,Trenton,89640 Cedar Lane,8973
748,"Sharp, Choi and Diaz",7,Public,Pre-K,CT,Trenton,249832 Oak Avenue,8973
749,Ibarra PLC,7,Public,Elementary,CT,Syracuse,247170 Maple Street,10378
750,Odom-Gray,7,Private,Elementary,CT,Paterson,20250 Santos Stream,7540
751,"Camacho, Thompson and Adams",1,Private,High,CT,Paterson,545226 Maple Street,7540
752,"Baker, Davis and Hernandez",1,Public,Pre-K,CT,Trenton,302304 Oak Avenue,7888
753,Jenkins-Williams,8,Private,Middle,CT,Newark,684477 Cedar Lane,8864
754,"Cannon, Williams and Ewing",1,Private,Elementary,CT,Hartford,33930 Chad Valley,6141
755,Leach-Greene,7,Private,High,CT,Hartford,623630 Cedar Lane,6141
756,Foster-Hill,5,Private,Middle,CT,Syracuse,464940 Elm Circle,14596
757,"Daugherty, Ruiz and Baker",4,Private,Pre-K,CT,Syracuse,578348 Oak Avenue,14596
758,Escobar-Smith,1,Public,High,CT,Syracuse,486636 Pine Drive,14596
759,Roberson PLC,4,Public,Elementary,CT,New Haven,360525 Oak Avenue,6386
760,Alexander-Sparks,6,Public,Middle,CT,New Haven,335160 Maple Street,6386
761,Krause-Sellers,1,Private,Elementary,CT,New Haven,613366 Maple Street,6386
762,Ortega Ltd,0,Private,Pre-K,CT,Paterson,246126 Alison Bridge,8022
763,Evans-Mcfarland,2,Public,Middle,CT,Albany,2289 Alison Bridge,13112
764,Nelson-Garcia,8,Private,Pre-K,CT,Albany,391168 Maple Street,13112
765,Lopez PLC,10,Public,Pre-K,CT,Waterbury,192780 Cedar Lane,6181
766,Martinez and Sons,10,Public,High,CT,Bridgeport,512454 Elm Circle,6350
767,Maxwell Inc,10,Public,Elementary,CT,Bridgeport,634309 Santos Stream,6350
768,Strickland-Chavez,1,Private,Middle,CT,Bridgeport,708864 Elm Circle,6350
769,"Butler, Jennings and Hebert",5,Private,Pre-K,CT,Paterson,288375 Maple Street,7493
770,George and Sons,5,Public,Pre-K,CT,Paterson,705320 Santos Stream,7493
771,Butler Group,4,Public,Middle,CT,Paterson,125673 Dawson Terrace,7966
772,"Jennings, Hill and Smith",4,Public,Pre-K,CT,Paterson,694028 Oak Avenue,7966
773,"Buchanan, Rice and Bentley",1,Public,High,CT,Paterson,597529 Dawson Terrace,7966
774,Mcmillan and Sons,8,Private,High,CT,Paterson,264708 Chad Valley,8214
775,Rodriguez-Marshall,0,Private,High,CT,Paterson,672700 Chad Valley,8214
776,"Morse, Cole and Fleming",1,Public,High,NJ,Elizabeth,545528 Dawson Terrace,7132
777,Day-Briggs,10,Public,Pre-K,CT,Rochester,305361 Chad Valley,13680
778,"Horne, Taylor and Wagner",7,Private,Middle,CT,Rochester,24896 Pine Drive,13680
779,Garcia Group,8,Private,Middle,CT,Stamford,518035 Maple Street,6313
780,Paul-Farrell,2,Public,Middle,CT,Stamford,359580 Alison Bridge,6313
781,"Villa, Ward and Fisher",2,Public,Middle,CT,New Haven,448294 Alison Bridge,6123
782,"Carroll, Evans and Mooney",9,Public,Elementary,CT,New Haven,187680 Dawson Terrace,6139
783,Beltran Inc,2,Private,Middle,CT,New Haven,697653 Oak Avenue,6139
784,"Lozano, Harris and Phillips",9,Private,Elementary,CT,Rochester,743232 Maple Street,14901
785,Livingston-Yates,2,Private,Elementary,CT,Rochester,360315 Santos Stream,14901
786,Parker-Pennington,5,Public,High,CT,Rochester,222438 Cedar Lane,10540
787,Miller-Hansen,1,Public,Elementary,CT,Rochester,236887 Elm Circle,10540
788,"Carroll, Scott and Yoder",0,Private,Pre-K,CT,Rochester,739144 Pine Drive,14230
789,White-Phillips,0,Private,Elementary,CT,Rochester,728247 Omar Park,14230
790,"Davis, Cline and Riley",5,Public,High,CT,Jersey City,622520 Alison Bridge,7254
791,West LLC,9,Private,Elementary,CT,Jersey City,186676 Alison Bridge,7254
792,Waller-Kelley,10,Private,Pre-K,CT,Jersey City,464112 Maple Street,7254
793,Ramirez-Myers,6,Public,Pre-K,CT,Trenton,356850 Elm Circle,8016
794,Copeland-Moreno,10,Private,Pre-K,CT,Trenton,119100 Santos Stream,8016
795,Chase Inc,3,Public,High,CT,Trenton,292560 Elm Circle,8016
796,Roberson PLC,9,Public,High,NY,New York,639984 Oak Avenue,10659
797,"Buck, Robinson and Rios",3,Public,Middle,NY,New York,255040 Alison Bridge,10659
798,"Oneal, Long and West",6,Public,High,NY,New York,165984 Santos Stream,10659
799,Nash Group,10,Public,Pre-K,CT,Bridgeport,58327 Maple Street,6176
800,Webster Ltd,3,Public,Pre-K,CT,Newark,540000 Omar Park,8446
801,Mccullough Ltd,9,Public,High,CT,Newark,620775 Pine Drive,8446
802,"Davis, Strickland and Burnett",8,Private,Elementary,CT,Newark,56140 Elm Circle,8446
803,Anderson PLC,4,Public,High,CT,Hartford,652839 Pine Drive,6029
804,Morris-Moreno,6,Public,High,CT,Hartford,571644 Pine Drive,6029
805,Young-Wilkerson,5,Private,Pre-K,CT,Bridgeport,173075 Pine Drive,6186
806,Steele-Stewart,7,Private,Middle,CT,Bridgeport,623844 Dawson Terrace,6186
807,Crosby-Hammond,2,Private,Pre-K,CT,Newark,105717 Dawson Terrace,8624
808,Warner PLC,6,Public,Middle,CT,Newark,637512 Pine Drive,8624
809,Clark Group,4,Private,Pre-K,CT,Newark,4854 Pine Drive,8624
810,Barnett-Ramirez,9,Public,High,CT,Bridgeport,461700 Pine Drive,6232
811,"Ibarra, Graham and Bailey",9,Public,Pre-K,CT,Bridgeport,351974 Santos Stream,6232
812,Shaw Group,8,Public,Pre-K,CT,Bridgeport,248472 Alison Bridge,6103
813,"Thompson, Mcintyre and Jackson",5,Public,Pre-K,CT,Bridgeport,309753 Pine Drive,6103
814,"Wright, Wilson and Adams",2,Private,High,CT,Bridgeport,96052 Alison Bridge,6103
815,Taylor PLC,6,Private,High,CT,Paterson,242870 Alison Bridge,8199
816,"Pham, Williams and Richardson",0,Public,High,CT,Paterson,93024 Maple Street,8199
817,Le-Curtis,2,Public,High,CT,Paterson,523697 Alison Bridge,8199
818,"Torres, Baldwin and Smith",1,Public,Middle,CT,Paterson,26176 Omar Park,8212
819,"Lyons, Joseph and Ford",5,Private,Middle,NJ,Elizabeth,295659 Santos Stream,7434
820,White-Gutierrez,0,Public,Elementary,NJ,Elizabeth,628940 Chad Valley,7760
821,"Macias, Calderon and Lopez",7,Public,High,NJ,Elizabeth,19704 Cedar Lane,7760
822,Griffith-Walters,3,Private,Middle,NY,Buffalo,409356 Omar Park,11124
823,Martinez and Sons,8,Private,Pre-K,CT,Hartford,764567 Omar Park,6294
824,Hernandez PLC,10,Public,High,CT,Hartford,15656 Chad Valley,6294
825,"Mendez, Graves and Mcknight",10,Private,Elementary,CT,Hartford,321750 Chad Valley,6294
826,"Cruz, Jimenez and Bright",10,Private,Elementary,CT,Jersey City,14868 Chad Valley,7568
827,Christensen Ltd,2,Public,Elementary,CT,Jersey City,387863 Santos Stream,7568
828,Hebert-Martin,4,Private,Pre-K,CT,Jersey City,375084 Elm Circle,7568
829,"Perkins, Long and Morris",5,Public,Middle,CT,Trenton,281031 Cedar Lane,7750
830,"Rice, Sullivan and Higgins",10,Private,Pre-K,CT,Trenton,351920 Pine Drive,7750
831,"Alexander, Hancock and Moss",7,Public,High,CT,Trenton,533502 Omar Park,7750
832,Medina Group,2,Public,Elementary,CT,New Haven,96512 Pine Drive,6281
833,Green-Wilkins,8,Public,Pre-K,CT,New Haven,538951 Santos Stream,6281
834,Thomas Ltd,6,Private,Pre-K,CT,New Haven,564618 Elm Circle,6281
835,"Thomas, Olson and Wells",2,Public,Middle,CT,Waterbury,568635 Elm Circle,6259
836,"Walker, Scott and Hill",4,Private,Middle,CT,Waterbury,575168 Omar Park,6259
837,Herrera-Fletcher,7,Public,Elementary,NY,Buffalo,835326 Maple Street,13253
838,Morris PLC,9,Public,Pre-K,NY,Buffalo,470118 Cedar Lane,13253
839,"Morris, Ramirez and Daniels",7,Private,Pre-K,NY,Buffalo,526892 Santos Stream,13253
840,Clark and Sons,6,Public,Middle,CT,Bridgeport,234360 Chad Valley,6009
841,Petty and Sons,3,Public,Pre-K,CT,Paterson,346492 Maple Street,7645
842,Mcmahon Ltd,8,Private,Pre-K,CT,Paterson,537196 Dawson Terrace,7645
843,Harrison Inc,7,Public,Pre-K,CT,Paterson,653325 Dawson Terrace,7645
844,Smith LLC,4,Public,Middle,CT,Trenton,692924 Chad Valley,7052
845,Sanders LLC,8,Public,Elementary,NJ,Elizabeth,368420 Chad Valley,8260
846,Gonzales PLC,10,Public,High,NJ,Elizabeth,811314 Pine Drive,8260
847,Bauer PLC,6,Private,Elementary,CT,Syracuse,50820 Cedar Lane,10072
848,Joseph and Sons,10,Private,High,CT,Syracuse,691968 Elm Circle,14389
849,Williams Inc,9,Public,Pre-K,CT,Syracuse,484779 Elm Circle,14389
850,Stone PLC,7,Private,Elementary,CT,New Haven,266900 Chad Valley,6306
851,Allen-Robertson,2,Public,High,CT,New Haven,374440 Dawson Terrace,6306
852,Ayala PLC,7,Private,Middle,CT,New Haven,15336 Pine Drive,6306
853,Morris-Shaw,0,Public,Middle,CT,Albany,522889 Chad Valley,13661
854,"Wood, Medina and Garcia",4,Public,Elementary,CT,Albany,432978 Chad Valley,13661
855,Spencer Ltd,9,Public,Elementary,CT,Albany,58995 Dawson Terrace,13661
856,Gonzalez PLC,1,Public,Pre-K,NY,New York,488776 Oak Avenue,10783
857,Boyle Inc,3,Public,Elementary,NY,New York,803009 Oak Avenue,10783
858,"Weaver, Collins and Johnson",8,Public,Pre-K,NY,Buffalo,385242 Alison Bridge,13713
859,Chan-Lynn,0,Private,Pre-K,NY,Buffalo,341023 Maple Street,13713
860,Garcia-Gutierrez,7,Public,Middle,CT,Hartford,3440 Oak Avenue,6028
861,Wolfe Ltd,6,Private,Middle,NY,New York,37884 Chad Valley,14770
862,"Smith, Taylor and Thornton",10,Public,High,NY,New York,833554 Maple Street,14770
863,Warren Inc,9,Private,Middle,NY,Buffalo,303776 Dawson Terrace,10694
864,"Sweeney, Brown and Riddle",3,Private,Middle,NY,New York,851904 Omar Park,14591
865,Banks-Perez,9,Private,Elementary,NY,New York,114180 Alison Bridge,14591
866,"Willis, Lewis and Patel",4,Public,Middle,CT,Newark,425206 Alison Bridge,8611
867,"Middleton, Jennings and Frazier",5,Public,High,CT,Newark,482919 Cedar Lane,8611
868,"Hughes, Torres and Green",0,Private,Elementary,CT,Newark,320292 Cedar Lane,8611
869,Bryant-Mitchell,0,Public,High,NJ,Elizabeth,762982 Cedar Lane,7133
870,Stevens-Sullivan,6,Private,Middle,NJ,Elizabeth,371490 Cedar Lane,7912
871,Buckley and Sons,8,Public,High,CT,Albany,744705 Cedar Lane,10919
872,Martinez Inc,6,Private,Elementary,CT,Albany,539768 Elm Circle,10919
873,"King, Miller and Rodriguez",0,Private,Pre-K,CT,New Haven,631179 Chad Valley,6019
874,Brock PLC,1,Public,High,CT,New Haven,287546 Pine Drive,6019
875,Stokes PLC,2,Private,High,CT,New Haven,728000 Pine Drive,6019
876,"Watts, Baxter and Estrada",5,Public,Elementary,NY,New York,242652 Omar Park,11721
877,Hicks-Page,9,Private,Elementary,NY,New York,252576 Alison Bridge,11721
878,Crawford-Hernandez,6,Private,High,NY,New York,734008 Alison Bridge,11721
879,Dawson-Smith,8,Public,Middle,CT,Stamford,726054 Santos Stream,6228
880,Myers-Cortez,3,Public,High,CT,Stamford,186560 Elm Circle,6228
881,Aguilar-Smith,7,Public,Elementary,CT,Waterbury,260776 Elm Circle,6370
882,Campbell-Robinson,8,Private,Pre-K,CT,Waterbury,528318 Elm Circle,6370
883,Taylor PLC,8,Public,Pre-K,CT,Bridgeport,832669 Chad Valley,6248
884,Potter LLC,3,Private,Middle,CT,Paterson,781456 Pine Drive,8430
885,"Lloyd, Powell and Durham",1,Private,High,CT,Bridgeport,483210 Dawson Terrace,6304
886,Torres Inc,2,Public,Pre-K,CT,Bridgeport,177200 Dawson Terrace,6304
887,Manning PLC,3,Public,High,CT,Hartford,143694 Santos Stream,6127
888,"Sullivan, Adams and Clark",6,Private,Elementary,NY,Buffalo,422688 Elm Circle,11517
889,Cortez and Sons,3,Private,Pre-K,NY,Buffalo,136906 Cedar Lane,11517
890,Lewis-Park,7,Public,Middle,CT,Stamford,723570 Oak Avenue,6372
891,Curry Ltd,2,Public,Elementary,CT,Albany,206712 Elm Circle,14034
892,Moody-Lynch,0,Public,Middle,CT,Albany,794772 Santos Stream,14034
893,"Carpenter, Boyd and Lin",4,Public,Elementary,CT,Bridgeport,845671 Omar Park,6284
894,"Gray, Ford and Fischer",10,Public,Pre-K,CT,Bridgeport,520308 Santos Stream,6284
895,Carroll-Acevedo,1,Private,Middle,CT,Bridgeport,528050 Cedar Lane,6284
896,"Mills, Davis and Alvarez",9,Private,Middle,CT,Bridgeport,474880 Elm Circle,6112
897,Santiago-Lin,0,Private,Elementary,CT,Bridgeport,138138 Maple Street,6112
898,Baird Group,3,Private,Middle,CT,Stamford,50288 Maple Street,6002
899,"Grimes, Mccoy and Peters",4,Public,Elementary,CT,Hartford,578057 Maple Street,6296
900,Dickerson-Hawkins,7,Public,Elementary,CT,Syracuse,496800 Pine Drive,13947
901,Brooks-Pierce,7,Public,Elementary,CT,Syracuse,503659 Dawson Terrace,13947
902,Gilmore LLC,8,Private,Elementary,CT,Syracuse,598928 Chad Valley,13947
903,Miller Group,9,Private,Pre-K,CT,Paterson,292572 Omar Park,7795
904,"Bennett, Smith and Smith",7,Public,Elementary,CT,Stamford,434824 Dawson Terrace,6207
905,Anderson Inc,8,Public,High,CT,Stamford,218105 Oak Avenue,6207
906,"Walters, Patterson and Wheeler",2,Private,Middle,CT,Stamford,190260 Santos Stream,6207
907,Orozco PLC,3,Private,High,CT,Waterbury,590457 Elm Circle,6286
908,Rodriguez LLC,2,Public,Pre-K,CT,Waterbury,391348 Elm Circle,6286
909,"Castillo, Thomas and Hayes",5,Public,High,CT,Waterbury,456318 Elm Circle,6286
910,"Page, Hernandez and Stevenson",3,Private,Middle,CT,Newark,722540 Omar Park,7822
911,Pineda PLC,5,Public,High,NJ,Elizabeth,158514 Elm Circle,8036
912,Black-Gardner,4,Public,Pre-K,CT,Waterbury,232560 Cedar Lane,6092
913,Bryant Inc,2,Public,Elementary,CT,Waterbury,596189 Dawson Terrace,6092
914,Huang-Ramirez,0,Private,High,CT,Waterbury,540174 Santos Stream,6092
915,Wood Ltd,2,Private,Pre-K,CT,Waterbury,696315 Alison Bridge,6010
916,Warren-Schroeder,5,Private,Pre-K,CT,Waterbury,306860 Elm Circle,6010
917,Powell-Ferguson,5,Private,Middle,CT,Waterbury,346626 Cedar Lane,6010
918,Banks PLC,0,Private,Middle,CT,Stamford,151470 Oak Avenue,6120
919,"Drake, Wright and Lewis",3,Private,High,CT,Waterbury,66168 Chad Valley,6221
920,Thomas Ltd,3,Private,Elementary,CT,Waterbury,419520 Dawson Terrace,6221
921,Ramos LLC,2,Public,Pre-K,CT,Waterbury,406161 Cedar Lane,6142
922,Hodge LLC,8,Public,High,CT,Waterbury,299650 Omar Park,6142
923,Roberts-Malone,0,Public,Pre-K,CT,Stamford,726401 Omar Park,6009
924,Gomez Group,4,Public,Pre-K,CT,Stamford,418572 Pine Drive,6009
925,Graham-Beasley,0,Public,Elementary,CT,Paterson,441225 Pine Drive,7966
926,Morales Inc,2,Public,Elementary,CT,Paterson,247242 Elm Circle,7966
927,Hubbard-Jones,4,Public,High,CT,Paterson,453303 Elm Circle,7966
928,"Vance, Hensley and Williams",3,Private,Elementary,CT,Waterbury,584640 Oak Avenue,6304
929,Bailey Inc,5,Private,Elementary,CT,Waterbury,74320 Omar Park,6304
930,Allen LLC,10,Public,High,CT,Jersey City,909540 Pine Drive,8732
931,Hester LLC,9,Public,Elementary,NY,New York,911449 Maple Street,14675
932,Harrington-Castillo,8,Private,Middle,NY,New York,251640 Dawson Terrace,14675
933,Bean-Williamson,3,Public,Pre-K,CT,Paterson,31722 Maple Street,8759
934,Smith Inc,6,Public,Pre-K,CT,Paterson,536116 Omar Park,8759
935,Johnson Group,0,Private,Pre-K,CT,Paterson,778855 Alison Bridge,8759
936,"Griffin, Dunn and Ellis",3,Public,Pre-K,CT,Jersey City,328536 Pine Drive,8926
937,Deleon Ltd,3,Private,High,CT,Jersey City,453508 Santos Stream,8926
938,Barber and Sons,1,Public,Pre-K,CT,Newark,767284 Alison Bridge,7915
939,"Young, Blankenship and West",4,Private,Pre-K,CT,Newark,596265 Elm Circle,7915
940,"Rogers, Mclaughlin and Booth",0,Private,Pre-K,CT,Newark,338400 Oak Avenue,7915
941,Carney-Hill,1,Private,Pre-K,CT,Rochester,682225 Dawson Terrace,14270
942,"Harrison, Rocha and Simmons",4,Public,Middle,CT,Rochester,600054 Dawson Terrace,14270
943,Pratt and Sons,2,Private,Pre-K,CT,Waterbury,678960 Chad Valley,6014
944,Singleton Group,4,Public,Middle,CT,Waterbury,27376 Maple Street,6014
945,"Roberts, Hines and Smith",9,Public,High,CT,New Haven,79380 Dawson Terrace,6169
946,Caldwell Ltd,10,Public,Elementary,CT,Trenton,590304 Dawson Terrace,7353
947,Rice Ltd,0,Public,Pre-K,CT,Trenton,523691 Chad Valley,7353
948,Moran-Garcia,1,Private,Elementary,CT,Waterbury,393420 Alison Bridge,6296
949,Moss Ltd,10,Private,Elementary,CT,Jersey City,181259 Cedar Lane,7542
950,"Moreno, Mann and Klein",2,Public,High,CT,Jersey City,653600 Elm Circle,7542
951,"Sims, Henderson and Stone",5,Public,Elementary,NY,Buffalo,86541 Maple Street,13276
952,"Lee, Booker and Stephenson",1,Private,Middle,NY,Buffalo,90440 Elm Circle,13276
953,Clark Ltd,0,Public,Elementary,CT,Albany,66710 Omar Park,13597
954,Estes and Sons,7,Private,Elementary,CT,Albany,706914 Chad Valley,13597
955,Haynes and Sons,4,Public,Elementary,CT,Albany,546260 Omar Park,13597
956,Gallagher Group,10,Public,Pre-K,CT,Syracuse,661552 Chad Valley,11516
957,"Barnes, Richardson and Harris",4,Private,Pre-K,CT,Syracuse,578985 Chad Valley,11516
